,index,platform,item_id,title,type,create_time,update_time,platform_uid,share_url,like_count,comment_count,play_count,download_rec_count,share_vote_count,forward_collect_count,uid_id,nickname,words
133,133,1,@9VwUxeSUWJ9lMiXzco1kRc7912DgO/CFOpFyrQ2iLVQQbvf760zdRmYqig357zEB/x9srIfDzsjHbwF1BuDU+Q==,HTTP代理服务类型有哪几种，分别有什么特性？#http代理 #高匿ip #透明代理,视频,25/7/2023 17:34:52,26/2/2024 15:17:40,_000euYff2R8HIvMUbQxG9SJamD70skFeXII,https://www.iesdouyin.com/share/video/7259687143474253067/?region=CN&mid=7259687479404514109&u_code=151lf1imm&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=GQkkwNOlaRQnIeCGZVCJesZn7lPgIZc_YcVuShOsKfU-&share_version=230200&ts=1708931860&from_aid=1128&from_ssr=1,1,0,901,0,0,0,202312097807,四叶天HTTP,"高匿IP,HTTP,类型,特性"
134,134,1,@9VwUxeSUWJ9lMiXzco1kRc7912DoNfiDOpxxrAKlJ1gUbfb760zdRmYqig357zEB49eXX5D66VCgNmcNCZy9/Q==,怎么测试代理ip是否可用？#怎么测试代理 #代理ip是否可用,视频,4/7/2023 11:32:44,26/2/2024 15:17:42,_000euYff2R8HIvMUbQxG9SJamD70skFeXII,https://www.iesdouyin.com/share/video/7251801190583897377/?region=CN&mid=7251801394116807479&u_code=151lf1imm&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=.nQvQxchFOYUEzbbxp07w296Rtg0xYUctiRjhjej1Jw-&share_version=230200&ts=1708931862&from_aid=1128&from_ssr=1,0,0,122,0,0,0,202312097807,四叶天HTTP,
135,135,1,@9VwUxeSUWJ9lMiXzco1kRc7912DoOfiAOJxxoAivLlkSZ/j860zdRmYqig357zEB9LW3qAu+du89lgsqJPcJBA==,ip静态好还是dhcp好？ #静态ip #dhcp,视频,3/7/2023 09:45:26,26/2/2024 15:17:43,_000euYff2R8HIvMUbQxG9SJamD70skFeXII,https://www.iesdouyin.com/share/video/7251402390929181990/?region=CN&mid=7251402635293526839&u_code=151lf1imm&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=mfU.kBLMSLXQ.gASyPW3EoLAsr0Uhzq5MZy6MUdMv6I-&share_version=230200&ts=1708931863&from_aid=1128&from_ssr=1,3,0,1633,0,0,0,202312097807,四叶天HTTP,"静态,DHCP,IP"
136,136,1,@9VwUxeSUWJ9lMiXzco1kRc7912DoOfuFM51xrA2jLFUUZ/b960zdRmYqig357zEBYA3hF5Fs9BzqBE7ppUwJkg==,什么是长效ip？#长效ip #静态ip #固定ip,视频,3/7/2023 12:02:52,26/2/2024 15:17:43,_000euYff2R8HIvMUbQxG9SJamD70skFeXII,https://www.iesdouyin.com/share/video/7251437880575347971/?region=CN&mid=7251437988977167161&u_code=151lf1imm&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=LIIKaSTM7yojX7PWSkgCryI8FwhK5NPMQlDBFGJ7dUw-&share_version=230200&ts=1708931863&from_aid=1128&from_ssr=1,0,0,35,0,0,0,202312097807,四叶天HTTP,"长效,静态,IP"
137,137,1,@9VwUxeSUWJ9lMiXzco1kRc7912DoOPiEPJFyqAqkJlcUbvX460zdRmYqig357zEBh6JTLxcWKDRWi4NmaGAkMA==,静态ip无法上网怎么回事？#静态ip无法上网  #静态ip,视频,3/7/2023 16:30:05,26/2/2024 15:17:43,_000euYff2R8HIvMUbQxG9SJamD70skFeXII,https://www.iesdouyin.com/share/video/7251506743102967044/?region=CN&mid=7251506839410133797&u_code=151lf1imm&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=ZS09wFH8FMDgbhRsJwKKv0ed0dX0yP9jfSImsg4Zhv4-&share_version=230200&ts=1708931863&from_aid=1128&from_ssr=1,1,0,246,0,0,0,202312097807,四叶天HTTP,"静态,IP"
138,138,1,@9VwUxeSUWJ9lMiXzco1kRc7912DoOv2FPJF5qQqmK1YVavP060zdRmYqig357zEBYVw5Mi1/M/tEN76SIPqhdg==,什么是单窗口单ip？#单窗口单ip,视频,4/7/2023 08:43:58,26/2/2024 15:17:43,_000euYff2R8HIvMUbQxG9SJamD70skFeXII,https://www.iesdouyin.com/share/video/7251757748000476428/?region=CN&mid=7251757802387999549&u_code=151lf1imm&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=NVBVXdyYckvveCbHCDM58QK6_TgtnO3PFDmccqOkl8w-&share_version=230200&ts=1708931863&from_aid=1128&from_ssr=1,0,0,92,0,0,0,202312097807,四叶天HTTP,"单IP,窗口"
139,139,1,@9VwUxeSUWJ9lMiXzco1kRc7912DoOv6BPp14qA2gJlQXb/T960zdRmYqig357zEB+CI1u6W5Owf7syT+fu3z5w==,为什么使用高匿代理IP还是会被检测出来？#高匿ip #高匿ip检测,视频,4/7/2023 09:06:35,26/2/2024 15:17:43,_000euYff2R8HIvMUbQxG9SJamD70skFeXII,https://www.iesdouyin.com/share/video/7251763589176954151/?region=CN&mid=7251763633108159269&u_code=151lf1imm&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=E02FtpWi0qXPNKpGO5pplMr0JxekxfIwOln0fEP0NwA-&share_version=230200&ts=1708931863&from_aid=1128&from_ssr=1,1,0,194,0,0,0,202312097807,四叶天HTTP,"高匿IP,高匿"
140,140,1,@9VwUxeSUWJ9lMiXzco1kRc7912DoOv6CM5dzqgykK1Qabfj660zdRmYqig357zEB8GFUxJSocfr59u1t5cku7g==,socks5代理和http代理有什么区别？#socks5代理 #http,视频,4/7/2023 08:56:00,26/2/2024 15:17:43,_000euYff2R8HIvMUbQxG9SJamD70skFeXII,https://www.iesdouyin.com/share/video/7251760822362459396/?region=CN&mid=7251760908280187708&u_code=151lf1imm&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=XJZYycih_DzNKu6kQhxvlXv6tp6Z1vLOiZOKkjJFAUE-&share_version=230200&ts=1708931863&from_aid=1128&from_ssr=1,0,0,56,0,0,0,202312097807,四叶天HTTP,"区别,SOCKS5,HTTP"
141,141,1,@9VwUxeSUWJ9lMiXzco1kRc7912DoPvGDP510rQ2mLFAQaff860zdRmYqig357zEBE8Lkn7DxJJUvo7ksc923YQ==,爬虫怎么解决封ip的问题？#爬虫 #封ip,视频,3/7/2023 09:03:06,26/2/2024 15:17:43,_000euYff2R8HIvMUbQxG9SJamD70skFeXII,https://www.iesdouyin.com/share/video/7251391485470313760/?region=CN&mid=7251391654186289975&u_code=151lf1imm&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=lHDPhLdB6Xa7HLmKCvEqSyYzKFvLuKRJPiDMzCUPIeo-&share_version=230200&ts=1708931863&from_aid=1128&from_ssr=1,0,0,159,0,1,0,202312097807,四叶天HTTP,"IP,问题"
142,142,1,@9VwUxeSUWJ9lMiXzco1kRc7912DoPvGFPJR5rw+iJlgWafD560zdRmYqig357zEBQWeBs8FMroHccFz7sH5jWA==,代理ip时效性是什么意思？#ip时效性 #代理ip,视频,3/7/2023 09:27:20,26/2/2024 15:17:43,_000euYff2R8HIvMUbQxG9SJamD70skFeXII,https://www.iesdouyin.com/share/video/7251397718654995715/?region=CN&mid=7251397904370453285&u_code=151lf1imm&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=2p_2yOu6wwfinea9jLTF_zXTQIkKnXX_BsmPeDyqeJQ-&share_version=230200&ts=1708931863&from_aid=1128&from_ssr=1,0,0,71,0,0,0,202312097807,四叶天HTTP,"时效性,IP,意思"
143,143,1,@9VwUxeSUWJ9lMiXzco1kRc7912DoPvGHPZ11qwiiKlcbaPH060zdRmYqig357zEB/rYbPhTvOKkXXXONlEdFyQ==,ip白名单的作用是什么？#ip白名单,视频,3/7/2023 09:19:17,26/2/2024 15:17:43,_000euYff2R8HIvMUbQxG9SJamD70skFeXII,https://www.iesdouyin.com/share/video/7251395684224568608/?region=CN&mid=7251395816940784442&u_code=151lf1imm&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=8Zm4gPSRTWMmUXNkn_UYRmLMV07QyeQN3lh0Lx1Z0YI-&share_version=230200&ts=1708931863&from_aid=1128&from_ssr=1,0,0,70,0,0,0,202312097807,四叶天HTTP,"名单,作用,IP,IP白"
144,144,1,@9VwUxeSUWJ9lMiXzco1kRc7912DpO/+FPJVzqQ6vKlUaaPH960zdRmYqig357zEB9cLj2Y5yu4k6Ovelz+NJNg==,路由器静态ip怎么填？#路由器静态ip #路由器静态ip设置,视频,1/7/2023 10:52:50,26/2/2024 15:17:43,_000euYff2R8HIvMUbQxG9SJamD70skFeXII,https://www.iesdouyin.com/share/video/7250677702049549601/?region=CN&mid=7250677767933528869&u_code=151lf1imm&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=S4xnyScvr_xjwJrjkWtwjTkVOeUs0dQ3uVvpzs9D1tg-&share_version=230200&ts=1708931863&from_aid=1128&from_ssr=1,0,0,301,0,0,0,202312097807,四叶天HTTP,"路由器,静态,IP"
