,index,platform,item_id,title,type,create_time,update_time,platform_uid,share_url,like_count,comment_count,play_count,download_rec_count,share_vote_count,forward_collect_count,uid_id,nickname,words
26,26,1,@9VwUxeSUWJ9lMiXzco1kRc7912boPfCBM5JzoQimLlIUbPb460zdRmYqig357zEBBSESej7q9ApBVmOWt1WJ0w==,"IP代理,提高上网安全性的利器",视频,9/5/2023 15:39:03,26/2/2024 15:17:54,_000iytEf7jVagudCRrM_E_Gaeg4qfJ8FITi,https://www.iesdouyin.com/share/video/7231083872820137274/?region=CN&mid=7231084004018441015&u_code=3g8a7f9d98e2&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=egI12cYHAucx3yePsLbvftyY4_P2j9HlgSVb25GStbY-&share_version=230200&ts=1708931874&from_aid=1128&from_ssr=1,0,0,3,0,0,0,202401235825,四叶天代理IP,"利器,安全性,IP"
27,27,1,@9VwUxeSUWJ9lMiXzco1kRc7912boPfCDM5d3rw+uLFMQaff160zdRmYqig357zEBF56OCjao7VAEKYgnOj8VxQ==,"动态代理IP,实现网络匿名化的利器",视频,9/5/2023 15:30:49,26/2/2024 15:17:54,_000iytEf7jVagudCRrM_E_Gaeg4qfJ8FITi,https://www.iesdouyin.com/share/video/7231081826658323769/?region=CN&mid=7231081879200435004&u_code=3g8a7f9d98e2&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=_WrVox8DbDCU34KhQd_VE2W1SuohPjJr6UgSzx55Cfo-&share_version=230200&ts=1708931874&from_aid=1128&from_ssr=1,0,0,0,0,0,0,202401235825,四叶天代理IP,"网络,动态代理IP,利器"
28,28,1,@9VwUxeSUWJ9lMiXzco1kRc7912boPfCEM5x3rwOjLFcXZ/P+60zdRmYqig357zEBHmcDzGA5WjycYQ7MHa6dZQ==,静态IP地址的优点与缺点,视频,9/5/2023 15:50:29,26/2/2024 15:17:54,_000iytEf7jVagudCRrM_E_Gaeg4qfJ8FITi,https://www.iesdouyin.com/share/video/7231086896695364922/?region=CN&mid=7231086958582172475&u_code=3g8a7f9d98e2&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=MjQVmyT0UO608CmOvSy6creEXes5p_rnpo2Cxo6FpNs-&share_version=230200&ts=1708931874&from_aid=1128&from_ssr=1,1,1,69,0,0,0,202401235825,四叶天代理IP,"缺点,IP,静态,地址,优点"
29,29,1,@9VwUxeSUWJ9lMiXzco1kRc7912boPfCHOJF4qAmjKlAabvL960zdRmYqig357zEBuCthxJ5w7IDKiuhr7sgD4Q==,"HTTP代理,原理及其应用",视频,9/5/2023 15:44:30,26/2/2024 15:17:54,_000iytEf7jVagudCRrM_E_Gaeg4qfJ8FITi,https://www.iesdouyin.com/share/video/7231085349135519031/?region=CN&mid=7231085407127587640&u_code=3g8a7f9d98e2&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=YweJLd8drUjt1E6SorVMdU_A7b.8985qBVSa9cPtyig-&share_version=230200&ts=1708931874&from_aid=1128&from_ssr=1,0,0,2,0,0,0,202401235825,四叶天代理IP,"HTTP,原理,代理"
30,30,1,@9VwUxeSUWJ9lMiXzco1kRc7912boPfCKPpRzrw2kKlAUavL+60zdRmYqig357zEBzHrkrep81XYSmxhPgbsd8g==,动态IP地址分配技术,视频,9/5/2023 15:56:48,26/2/2024 15:17:54,_000iytEf7jVagudCRrM_E_Gaeg4qfJ8FITi,https://www.iesdouyin.com/share/video/7231088512672517432/?region=CN&mid=7231088585796242237&u_code=3g8a7f9d98e2&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=2bYx.Y.LHbXOldFqXu.E8adln8CL_35sL64wQLXhjLI-&share_version=230200&ts=1708931874&from_aid=1128&from_ssr=1,0,0,17,0,0,0,202401235825,四叶天代理IP,"地址,动态IP,技术"
31,31,1,@9VwUxeSUWJ9lMiXzco1kRc7912boPfGBPZRzrAqnKVESa/j660zdRmYqig357zEB0RO6dEuyQcnKEF1VOLggMQ==,"独享IP,提升网络安全性的有效方式",视频,9/5/2023 16:16:31,26/2/2024 15:17:53,_000iytEf7jVagudCRrM_E_Gaeg4qfJ8FITi,https://www.iesdouyin.com/share/video/7231093612501601596/?region=CN&mid=7231093664930450233&u_code=3g8a7f9d98e2&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=mKDgtxKsm1kcY1vkOhKLo0z6aVzEBr3XkGFaEcPxTSU-&share_version=230200&ts=1708931873&from_aid=1128&from_ssr=1,0,0,1,0,0,0,202401235825,四叶天代理IP,"方式,网络安全,IP"
32,32,1,@9VwUxeSUWJ9lMiXzco1kRc7912boPfGCOpZ0rAOjKVESbPD/60zdRmYqig357zEB6cQcP4xHwvqu6W+UHfUdeA==,长期有效的IP网络技术,视频,9/5/2023 16:02:57,26/2/2024 15:17:54,_000iytEf7jVagudCRrM_E_Gaeg4qfJ8FITi,https://www.iesdouyin.com/share/video/7231090135595601213/?region=CN&mid=7231090164385237815&u_code=3g8a7f9d98e2&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=vJGN6dlfuX.ndqmwGYwnTGniNGdVnogMLfAgtNX2eCY-&share_version=230200&ts=1708931874&from_aid=1128&from_ssr=1,0,0,5,0,0,0,202401235825,四叶天代理IP,"技术,网络,IP"
33,33,1,@9VwUxeSUWJ9lMiXzco1kRc7912boPfGDPJNzrQOuJ1gabPT660zdRmYqig357zEBk0fszuowvzb2lFBZCAuHSw==,短期IP地址的使用,视频,9/5/2023 16:09:31,26/2/2024 15:17:54,_000iytEf7jVagudCRrM_E_Gaeg4qfJ8FITi,https://www.iesdouyin.com/share/video/7231091762498899256/?region=CN&mid=7231091860364593976&u_code=3g8a7f9d98e2&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=uDdOiiXM5V6yanf4etNOJND7Ua2uiboeBbXOyM7bvvs-&share_version=230200&ts=1708931874&from_aid=1128&from_ssr=1,0,0,1,0,0,0,202401235825,四叶天代理IP,"地址,IP,短期"
34,34,1,@9VwUxeSUWJ9lMiXzco1kRc7912boPfGEPZF5rA+kKFcRaPn/60zdRmYqig357zEBZ0gsDGXV1hFE1ouEaBvKRA==,"静态代理IP,提高网络安全性的有效解决方案",视频,9/5/2023 16:28:13,26/2/2024 15:17:53,_000iytEf7jVagudCRrM_E_Gaeg4qfJ8FITi,https://www.iesdouyin.com/share/video/7231096648552762683/?region=CN&mid=7231096678386912057&u_code=3g8a7f9d98e2&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=A0AT6q.wXnYvRwH7NSFQ4cCAQxFdPD2q8r_AWWif0Ks-&share_version=230200&ts=1708931873&from_aid=1128&from_ssr=1,0,0,0,0,0,0,202401235825,四叶天代理IP,"网络安全,方案,静态代理IP"
35,35,1,@9VwUxeSUWJ9lMiXzco1kRc7912boPfGHOp12oA+lK1IbbvH160zdRmYqig357zEBF+sqy9xOVkQCWpBUb6tH3A==,HTTPS代理——安全、可靠的网络连接方式,视频,9/5/2023 16:22:31,26/2/2024 15:17:53,_000iytEf7jVagudCRrM_E_Gaeg4qfJ8FITi,https://www.iesdouyin.com/share/video/7231095187953438009/?region=CN&mid=7231095205661788987&u_code=3g8a7f9d98e2&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=2Wb99oN2Uq1apJlLfzOf2kiMYXjYkxlvJFAGkb8_peg-&share_version=230200&ts=1708931873&from_aid=1128&from_ssr=1,0,0,0,0,0,0,202401235825,四叶天代理IP,"方式,HTTPS,网络,代理"
36,36,1,@9VwUxeSUWJ9lMiXzco1kRc7912boPfGKO5xzoQ6iKVIQavH960zdRmYqig357zEBATOwtlMIZelOnBv5vbQfTA==,"动态代理IP,有效提升网络隐私和安全保护的新方法",视频,9/5/2023 16:34:00,26/2/2024 15:17:53,_000iytEf7jVagudCRrM_E_Gaeg4qfJ8FITi,https://www.iesdouyin.com/share/video/7231098092844633401/?region=CN&mid=7231098163287870266&u_code=3g8a7f9d98e2&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=Ox1WLNQehmQBDpY5aEEB.IM6wYjIDpjQ2k2CyrBGCJE-&share_version=230200&ts=1708931873&from_aid=1128&from_ssr=1,0,0,2,0,0,0,202401235825,四叶天代理IP,"网络,动态代理IP,方法,隐私"
37,37,1,@9VwUxeSUWJ9lMiXzco1kRc7912boPfGLPp1wrg6kJ1ARavb560zdRmYqig357zEBMjIgSVs5FuCYwdQ4bTqqjw==,"长期有效的代理IP,保证网络安全性的关键因素",视频,9/5/2023 16:39:39,26/2/2024 15:17:53,_000iytEf7jVagudCRrM_E_Gaeg4qfJ8FITi,https://www.iesdouyin.com/share/video/7231099581742812475/?region=CN&mid=7231099619638364989&u_code=3g8a7f9d98e2&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=iu_eXjjSjz1R2ZRvkguqIu_6Ks8vEsMXwWVEUmaNMvU-&share_version=230200&ts=1708931873&from_aid=1128&from_ssr=1,0,0,1,0,0,0,202401235825,四叶天代理IP,"因素,网络安全,长期"
38,38,1,@9VwUxeSUWJ9lMiXzco1kRc7912boPfmFOJN3rQKmKVMTZvf960zdRmYqig357zEBBgzOB/00DPBjNpdTwM2jTQ==,"HTTP代理,掌握网络安全的关键技术",视频,9/5/2023 11:20:47,26/2/2024 15:17:55,_000iytEf7jVagudCRrM_E_Gaeg4qfJ8FITi,https://www.iesdouyin.com/share/video/7231017366480620861/?region=CN&mid=7231017447682313017&u_code=3g8a7f9d98e2&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=kHPegYfNP0NM4mB8EBxvvnM6MoIInEgL9R_OemEl8Hw-&share_version=230200&ts=1708931875&from_aid=1128&from_ssr=1,0,0,14,0,0,0,202401235825,四叶天代理IP,"HTTP,网络安全,代理,技术"
39,39,1,@9VwUxeSUWJ9lMiXzco1kRc7912boPfmGP5F4rgqgJlYbaPD060zdRmYqig357zEBX2xkJpuY4fjtz2pL7kRHSA==,"代理IP,利用它获得更好的上网体验",视频,9/5/2023 11:09:20,26/2/2024 15:17:55,_000iytEf7jVagudCRrM_E_Gaeg4qfJ8FITi,https://www.iesdouyin.com/share/video/7231014449706978618/?region=CN&mid=7231014500835674937&u_code=3g8a7f9d98e2&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=ceWPMArhwpiGUZmTPL34ogqz_UsqGHRIV2kbOS7pZNQ-&share_version=230200&ts=1708931875&from_aid=1128&from_ssr=1,1,0,20,0,0,0,202401235825,四叶天代理IP,
40,40,1,@9VwUxeSUWJ9lMiXzco1kRc7912boPfmHM5xzqwukLlUSbfb/60zdRmYqig357zEB8zwFr/qtU9eBOa2Z6r3tXg==,"IP代理,揭示隐藏的互联网真实身份",视频,9/5/2023 11:15:09,26/2/2024 15:17:55,_000iytEf7jVagudCRrM_E_Gaeg4qfJ8FITi,https://www.iesdouyin.com/share/video/7231015892212141373/?region=CN&mid=7231016001096141625&u_code=3g8a7f9d98e2&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=AptXHsHqjGGAL2LV6eavsC.KwHvm4_9pf_kqQnGLT9s-&share_version=230200&ts=1708931875&from_aid=1128&from_ssr=1,1,0,22,0,0,0,202401235825,四叶天代理IP,"互联网,身份,IP"
41,41,1,@9VwUxeSUWJ9lMiXzco1kRc7912boPfmKMpJ5oAqjLlgUZvn460zdRmYqig357zEBh/A1tDd7m/oZy5PfIJKtIg==,静态IP的优缺点及应用场景,视频,9/5/2023 11:27:02,26/2/2024 15:17:55,_000iytEf7jVagudCRrM_E_Gaeg4qfJ8FITi,https://www.iesdouyin.com/share/video/7231018978905197884/?region=CN&mid=7231019061077560101&u_code=3g8a7f9d98e2&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=EWg.NFS.s_DrxmlzxjI85dMPuJ6GMI7Q3PvpgZp35zk-&share_version=230200&ts=1708931875&from_aid=1128&from_ssr=1,1,0,29,0,0,0,202401235825,四叶天代理IP,"静态,优缺点,IP,场景"
42,42,1,@9VwUxeSUWJ9lMiXzco1kRc7912boPfqAOpdzrg2mJlUQbPn760zdRmYqig357zEBDX2eb9/B5OZStg6+TC/Ztw==,长期固定IP网络技术的应用,视频,9/5/2023 11:39:10,26/2/2024 15:17:55,_000iytEf7jVagudCRrM_E_Gaeg4qfJ8FITi,https://www.iesdouyin.com/share/video/7231022122770943287/?region=CN&mid=7231022187954703162&u_code=3g8a7f9d98e2&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=tCUH_fx6dbVW45cURWZBBN13W109wpKU9HjfPSLXD_U-&share_version=230200&ts=1708931875&from_aid=1128&from_ssr=1,0,0,64,0,0,0,202401235825,四叶天代理IP,"技术,网络,IP,长期"
43,43,1,@9VwUxeSUWJ9lMiXzco1kRc7912boPfqBPZBxqgqkJ1YRZvn160zdRmYqig357zEB999drDLVXBJ5GZkpfu8pvw==,短效IP地址的优势与局限性,视频,9/5/2023 11:45:04,26/2/2024 15:17:55,_000iytEf7jVagudCRrM_E_Gaeg4qfJ8FITi,https://www.iesdouyin.com/share/video/7231023650302872889/?region=CN&mid=7231023710617094949&u_code=3g8a7f9d98e2&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=3rhXgR3grWk1CqOu_oWH9pfJpQv.V9NHgn1mItpDRv4-&share_version=230200&ts=1708931875&from_aid=1128&from_ssr=1,0,0,3,0,0,0,202401235825,四叶天代理IP,"IP,局限性,短效,优势,地址"
44,44,1,@9VwUxeSUWJ9lMiXzco1kRc7912boPfqCPpB0oQqiLlIXafD/60zdRmYqig357zEBxnK7Howz+SRq7WTXDAVlIQ==,动态IP地址管理技术,视频,9/5/2023 11:33:02,26/2/2024 15:17:55,_000iytEf7jVagudCRrM_E_Gaeg4qfJ8FITi,https://www.iesdouyin.com/share/video/7231020555804134713/?region=CN&mid=7231020612821683005&u_code=3g8a7f9d98e2&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=WztppeAeorY8lIBJoYjrz8czD6sw9MxR0Rw.no50PjE-&share_version=230200&ts=1708931875&from_aid=1128&from_ssr=1,0,0,55,0,0,0,202401235825,四叶天代理IP,"地址,动态IP,技术"
